Complex_word,Text,Candidates,Mu_legibilituy,Chatgpt_inferred_candidates,Gemini_inferred_candidates
arraigo,Este último nombre es de antiguo arraigo en la península.,"{'conocimiento': 1, 'uso': 1, 'arraigo': 6, 'afinco': 1, 'de raíces antiguas': 1, 'antigua tradición': 1, 'procedencia': 1, 'posición': 3, 'origen': 1, 'antiguas raíces': 1, 'antigua prominencia': 1, 'apego': 2, 'asentamiento': 1, 'raíz': 2, 'fijado': 1, 'raíces': 1}",74.48789571694601,"{'raíces': 1, 'tradición': 1, 'antigüedad': 1, 'asentamiento': 1, 'origen': 1}","{'origen': 1, 'raíces': 1, 'cimientos': 1, 'fundamentos': 1, 'base': 1}"
protagónicas,"Famosa por sus actuaciones protagónicas en tiras como ""Chiquititas"", ""Verano del 98"", ""Cabecita"", ""Son amores"", ""Hombres de honor"", ""Mujeres de nadie"" y la reciente ""Mis amigos de siempre"".","{'emblemáticas': 1, 'principales': 12, 'protagónicas': 1, 'estelares': 3, 'principal': 1, 'como principal': 1, 'representativas': 1, 'destacadas': 3, 'de personajes principales': 1, 'de papel principal': 1}",51.73779146502419,"{'principales': 2, 'destacadas': 1, 'centrales': 1, 'relevantes': 1}","{'principales': 1, 'estelares': 1, 'importantes': 1, 'fundamentales': 1, 'esenciales': 1}"
soberanía,"Federico Guillermo, el ""Gran Electo"" de Brandenburgo, alcanzó la completa soberanía sobre el territorio en el Tratado de Wehlau de 1657, que fue confirmada en el Tratado de Oliva de 1660.","{'dominio': 4, 'independencia': 6, 'soberanía': 2, 'poder': 1, 'autonomía': 1, 'representación del pueblo': 1, 'libertad': 1, 'autoridad': 4, 'dominación': 1, 'emancipación': 1, 'el completo dominio': 1, 'control': 1, 'liderazgo': 1}",53.03979469872739,"{'supremacía': 1, 'dominio': 1, 'autoridad': 1, 'poder': 1, 'control': 1}","{'independencia': 1, 'autonomía': 1, 'autogobierno': 1, 'libertad': 1, 'poder': 1}"
enchufados,"Finalmente en 1996 la banda aceptó, convenciendo a la cadena de poder tocar con sus instrumentos enchufados pero orquestando y modificando muchas de las versiones clásicas, para hacerlas más lentas y musicalmente más complejas.","{'conectados': 22, 'conectado': 1, 'enchufados': 2}",45.31794337075746,"{'sintonizados': 1, 'conectados': 1, 'enchufables': 1, 'enchufados': 1, 'unidos': 1}","{'conectados': 1, 'con corriente': 1, 'electrificados': 1, 'alimentados': 1, 'encendidos': 1}"
orquestando,"Finalmente en 1996 la banda aceptó, convenciendo a la cadena de poder tocar con sus instrumentos enchufados pero orquestando y modificando muchas de las versiones clásicas, para hacerlas más lentas y musicalmente más complejas.","{'configurando': 1, 'tocando': 6, 'orquestando': 3, 'instrumentando': 2, 'dirigiendo': 7, 'armonizando': 1, 'arreglando': 2, 'componiendo': 1, 'realizando': 1, 'creando': 1}",45.31794337075746,"{'supervisando': 1, 'dirigiendo': 1, 'organizando': 1, 'coordinando': 1, 'planificando': 1}","{'arreglando': 1, 'componiendo': 1, 'instrumentalizando': 1, 'armonizando': 1, 'entonando': 1}"
desarrolladores,"fue creado por Satoshi Tajiri y Mitsuharo Sato y cuya historia fue creada por Shigeru Miyamoto, principales desarrolladores del videojuego ""Donkey Kong"".","{'creadores': 14, 'desarrolladores': 3, 'programadores': 5, 'evolucionadores': 1, 'constructores': 1, 'desarolladores': 1}",55.31428571428572,"{'santificadores': 1, 'programadores': 1, 'ingenieros': 1, 'creadores': 1, 'productores': 1}","{'creadores': 1, 'diseñadores': 1, 'programadores': 1, 'inventores': 1, 'constructores': 1}"
instruyera,Fue encomendado a un hechicero llamado Underwood para que lo instruyera en la magia y en el resto de ciencias que debía conocer.,"{'enseñara': 10, 'guiara': 1, 'educara': 6, 'capacitara': 1, 'iniciara': 1, 'adoctrinara': 1, 'disciplinara': 1, 'enseñe': 1, 'formara': 1, 'indicara': 1, 'tutoreara': 1}",50.49164385535225,"{'enseñara': 1, 'guiara': 1, 'adiestrara': 1, 'formara': 1, 'entrenara': 1}","{'enseñara': 1, 'educara': 1, 'formara': 1, 'capacitara': 1, 'adoctrinara': 1}"
advocación,Fue fundada bajo la advocación de Apolo Arquegetes.,"{'gobierno': 1, 'autorización': 1, 'advocación': 7, 'tutela': 4, 'protección': 3, 'dedicación al santo': 1, 'intercesión': 1, 'representación': 1, 'apoyo': 1, 'aprobación': 1, 'influencia': 1, 'cuidado': 1, 'custodia': 1, 'jurisdicción': 1}",58.471760797342185,"{'santificación': 1, 'invocación': 1, 'devoción': 1, 'veneración': 1, 'protección': 1}","{'protección': 1, 'patrocinio': 1, 'amparo': 1, 'intercesión': 1, 'representación': 1}"
sublevadas,Fue fusilado por las fuerzas sublevadas al comienzo de la Guerra Civil.,"{'alzadas': 1, 'enemigas': 1, 'levantadas': 1, 'rebeldes': 10, 'reveladas': 3, 'conspiradas': 1, 'rebeladas': 2, 'insurgentes': 2, 'incitadas': 1, 'reveldes': 1, 'destacadas': 1, 'al mando': 1}",74.3801652892562,"{'sediciosas': 1, 'rebeldes': 1, 'insurgentes': 1, 'levantadas': 1, 'alzadas': 1}","{'rebeldes': 1, 'alzadas': 1, 'insurgentes': 1, 'revolucionarias': 1, 'amotinadas': 1}"
guarnición,Fue ocupada por los siracusanos que establecieron allí una guarnición.,"{'tropa': 5, 'grupo de soldados': 1, 'guarnición': 1, 'campamento': 2, 'guarda': 3, 'zona de defensa': 1, 'puesto militar': 1, 'guardia': 6, 'cuartel': 4, 'defensa': 1}",45.518991120065664,"{'soldados': 1, 'tropa': 1, 'defensores': 1, 'guardia': 1, 'contingente': 1}","{'base': 1, 'fuerte': 1, 'puesto': 1, 'destacamento': 1, 'fortín': 1}"
periplo,"Fue probablemente la isla de los feacios, que recibieron a Ulises en su periplo.","{'viaje': 13, 'periplo': 2, 'recorrido': 4, 'viaje de navegación': 1, 'travesía': 3, 'odisea': 1, 'peregrinaje': 1}",41.862985750262986,"{'travesía': 2, 'viaje': 1, 'recorrido': 1, 'trayecto': 1}","{'viaje': 1, 'trayecto': 1, 'ruta': 1, 'expedición': 1, 'travesía': 1}"
anhelaban,"Fue un anticlerical liberal, guiando a su facción al consejo e intentó influenciar al emperador para que adopte políticas anticlericales, marcadamente en contra de la influencia de la esposa del mismo emperador, la emperatriz Eugenia, una católica devota y conservadora, y de los que anhelaban que las tropas francesas protejan la soberanía del papa en Roma.","{'deseaban': 18, 'querían': 1, 'esperaban': 3, 'añoraban': 1, 'ansiaban': 1, 'soñaban': 1}",42.87506909271395,"{'querían': 1, 'deseaban': 1, 'anhelaban': 1, 'suspiraban': 1, 'precisaban': 1}","{'deseaban': 1, 'aspiraban': 1, 'querían': 1, 'esperaban': 1, 'pretendían': 1}"
repertorio,"Fue, junto a sus hermanos, coautor de numerosas obras que forman parte del repertorio obligado de los artistas de más renombre en Argentina.","{'inventario': 1, 'conjunto': 1, 'catálogo': 6, 'lista': 4, 'colección': 1, 'listado': 2, 'repertorio': 2, 'catalogo': 1, 'programa': 1, 'registro': 1, 'acervo': 1, 'lista de temas': 1, 'equipo': 1, 'álbum': 1, 'discografía': 1}",66.10819283233077,"{'surtido': 1, 'catálogo': 1, 'lista': 1, 'compilación': 1, 'conjunto': 1}","{'lista': 1, 'catálogo': 1, 'cancionero': 1, 'colección': 1, 'inventario': 1}"
anónimos,Gaspar es uno de los nombres tradicionales dados a los anónimos magos que menciona el evangelio de San Mateo.,"{'desconocidos': 16, 'no conocidos': 1, 'incógnitos': 2, 'desconocido': 1, 'ocultos': 2, 'misteriosos': 1, 'anónimos': 1, 'secretos': 1}",54.83940972222223,"{'desconocidos': 1, 'incógnitos': 1, 'secretos': 1, 'ocultos': 1, 'ignotos': 1}","{'desconocidos': 1, 'sin nombre': 1, 'innombrados': 1, 'ocultos': 1, 'misteriosos': 1}"
calzada,"Generalmente se sitúan en los márgenes de las carreteras efectuando un barrido, en diagonal, de la calzada.","{'calle': 10, 'del camino': 2, 'vía': 1, 'carretera': 7, 'avenida': 2, 'calzada': 1, 'acera': 1, 'via': 1}",45.632634647418094,"{'camino': 2, 'vía': 1, 'ruta': 1, 'pista': 1}","{'camino': 1, 'vía': 1, 'carretera': 1, 'pavimento': 1, 'pista': 1}"
preconiza,"Generalmente se trata de girar en el sentido de las agujas del reloj, si bien la religión tibetana Bön (o Bonpo) preconiza el sentido inverso.","{'promueve': 6, 'recomienda': 8, 'preconiza': 3, 'apoya': 1, 'defiende': 2, 'elogiaba': 1, 'reconoze': 1, 'sugiriendo': 1, 'utiliza': 1, 'encomia': 1}",63.021260596117045,"{'recomienda': 1, 'sugiere': 1, 'propone': 1, 'plantea': 1, 'insta': 1}","{'sugiere': 1, 'propone': 1, 'recomienda': 1, 'aboga': 1, 'promueve': 1}"
narrativa,Ha cultivado la poesía y la narrativa.,"{'narración': 8, 'escritura': 2, 'narrativa': 6, 'relato': 2, 'ficción': 2, 'literatura': 1, 'épica': 1, 'redacción': 1, 'novela': 2}",44.59613196814563,"{'relato': 1, 'historia': 1, 'cuento': 1, 'trama': 1, 'ficción': 1}","{'historia': 1, 'relato': 1, 'cuento': 1, 'novela': 1, 'narración': 1}"
versátiles,"Ha sido el único jugador de la historia de NBA en promediar un triple-doble a lo largo de una temporada, y está considerado como uno de los mejores y más versátiles jugadores de la historia de la NBA.","{'cambiantes': 3, 'flexibles': 1, 'convertibles': 1, 'habilidosos': 1, 'polifacéticos': 2, 'que más se adaptan': 1, 'adaptables': 2, 'diversos': 1, 'variables': 4, 'transformables': 1, 'capacitados': 1, 'multifacéticos': 1, 'variados': 1, 'ágiles': 1, 'versátiles': 2, 'proactivos': 1, 'completos': 1}",45.02374835731762,"{'flexibles': 1, 'adaptables': 1, 'polifacéticos': 1, 'versados': 1, 'hábiles': 1}","{'adaptables': 1, 'multifacéticos': 1, 'duchos': 1, 'polivalentes': 1, 'capaces': 1}"
representativo,"Ha sido un estadio muy utilizado para la práctica del fútbol profesional desde la década de los 50’s hasta la actualidad por los tradicionales Cañeros del Zacatepec, equipo representativo del Estado de Morelos por sus logros obtenidos a lo largo de su historia en Primera División Nacional, Segunda División, (antes Primera A) ahora Liga de Ascenso; en la actualidad Segunda y Tercera División.","{'característico': 8, 'representativo': 4, 'especifico': 1, 'propio': 1, 'que representa': 1, 'típico': 1, 'significativo': 1, 'caracteristico': 2, 'reconocido': 1, 'emblemático': 1, 'destacable': 1, 'distinguido': 1, 'ejemplar': 1, 'identificativo': 1}",55.08619262534259,"{'emblemático': 1, 'simbólico': 1, 'distintivo': 1, 'reconocido': 1, 'característico': 1}","{'icónico': 1, 'distintivo': 1, 'característico': 1, 'típico': 1, 'simbólico': 1}"
contusos,Hubo heridos y contusos.,"{'lesionados': 11, 'golpeados': 10, 'accidentados': 1, 'magullados': 1, 'lastimados': 1, 'perjudicados': 1}",76.19047619047619,"{'sufridos': 1, 'golpeados': 1, 'lesionados': 1, 'magullados': 1, 'lastimados': 1}","{'golpeados': 1, 'magullados': 1, 'amoratados': 1, 'lastimados': 1, 'heridos': 1}"
fisuras,Hubo licuefacción con grandes cantidades de arena en las fisuras de hasta 1 m de ancho y más de 2 m de profundidad.,"{'grietas': 24, 'aberturas': 1}",37.83802491924318,"{'surcos': 1, 'grietas': 1, 'hendiduras': 1, 'rajaduras': 1, 'ranuras': 1}","{'grietas': 1, 'hendiduras': 1, 'roturas': 1, 'aberturas': 1, 'quebraduras': 1}"
homenaje,"Incluido en la ""Antología Breve de Poetas Andaluces"" editada en Moguer con motivo del homenaje a Juan Ramón Jiménez (1982).","{'reconocimiento': 4, 'homenaje': 3, 'honor': 2, 'honramiento': 1, 'celebración': 5, 'ofrenda': 1, 'veneración': 2, 'tributo': 2, 'ofrecimiento': 1, 'alabar': 1, 'conmemoración': 1, 'conmemorativo': 1, 'honra': 1}",76.44810349897088,"{'saludo': 1, 'tributo': 1, 'reconocimiento': 1, 'celebración': 1, 'agradecimiento': 1}","{'tributo': 1, 'celebración': 1, 'conmemoración': 1, 'honores': 1, 'reconocimiento': 1}"
salazón,"Independiente del ingrediente pescado o carne es muy general el empleo de conservación de los alimentos en secado (""þurrkun"") mediante salazón (""söltun""), el ahumado (reyking), el marinado y en algunas ocasiones fermentando (""kæsing"").","{'salazón': 5, 'uso de sal': 1, 'conserva': 8, 'saladura': 4, 'salado': 1, 'la aplicación de sal': 1, 'poner sal': 1, 'salar': 2, 'curtido en sal': 1, 'con sal': 1}",45.28873574144485,"{'salado': 1, 'cura': 1, 'salinización': 1, 'salobre': 1, 'salitroso': 1}","{'conservación': 1, 'encurtido': 1, 'escabeche': 1, 'adobo': 1, 'cecina': 1}"
asignársele,"Ingresó en Televisión Española (TVE) en 1975, en los servicios informativos, donde pronto alcanzó gran popularidad al asignársele la dirección y presentación del informativo diario de la segunda cadena ""Redacción Noche"".","{'dársele': 1, 'darle': 7, 'establecerle': 1, 'concederle': 1, 'otorgarsele': 1, 'cuando se le asignó': 1, 'destinarle': 2, 'darle el encargo': 1, 'ofrecer': 1, 'designarle': 1, 'gratificar': 1, 'repartirle': 1, 'otorgarle': 1, 'recibir': 1, 'conceder': 1, 'decretarle': 1, 'atribuirle': 1, 'encargársele': 1}",51.7369375495863,"{'asignarle': 1, 'otorgarle': 1, 'darle': 1, 'encomendarle': 1, 'encargarle': 1}","{'darle': 1, 'otorgarle': 1, 'concederle': 1, 'confiarle': 1, 'encargarle': 1}"
discriminada,"Kisa era discriminada por sus compañeros de secundaria, que se burlaban de su extraño color de cabello y color de ojos.","{'apartada': 1, 'excluida': 8, 'diferenciada': 2, 'segregada': 3, 'marginada': 1, 'relegada': 1, 'hecha menos': 1, 'discriminada': 1, 'rechazada': 1, 'molestada': 2, 'marginalizada': 1, 'separada': 1, 'maltratada': 1, 'dejada de lado': 1}",48.967025572005376,"{'marginada': 1, 'excluida': 1, 'rechazada': 1, 'segregada': 1, 'apartada': 1}","{'tratada mal': 1, 'excluida': 1, 'marginada': 1, 'rechazada': 1, 'perseguida': 1}"
manga,"Kisa Sōma, personaje del manga y anime Fruits Basket.","{'cómic': 1, 'manga': 9, 'comic': 5, 'historieta': 4, 'comic japonés': 3, 'historieta japonesa': 1, 'serie': 1, 'manguera': 1}",120.53571428571428,"{'comic': 1, 'tebeo': 1, 'historieta': 1, 'gibi': 1, 'viñeta': 1}","{'cómic': 1, 'historieta': 1, 'tebeo': 1, 'novela gráfica': 1, 'narrativa gráfica': 1}"
emblemáticos,"La Abadía de Fontenay es una abadía francesa de Marmagne (departamento de Côte-d'Or), uno de los monasterios más emblemáticos de toda la arquitectura cisterciense.","{'destacados': 1, 'conocidos': 1, 'representativos': 14, 'icónicos': 1, 'importantes': 2, 'característicos': 1, 'reconocidos': 1, 'apantallantes': 1, 'representativo': 2, 'famosos': 1}",36.58271031429193,"{'representativos': 1, 'icónicos': 1, 'distintivos': 1, 'simbólicos': 1, 'destacados': 1}","{'famosos': 1, 'representativos': 1, 'significativos': 1, 'icónicos': 1, 'sobresalientes': 1}"
monasterios,"La Abadía de Fontenay es una abadía francesa de Marmagne (departamento de Côte-d'Or), uno de los monasterios más emblemáticos de toda la arquitectura cisterciense.","{'conventos': 17, 'las iglesias': 1, 'monasterios': 2, 'templos': 2, 'encierro religioso': 1, 'claustros': 1, 'lugares': 1}",36.58271031429193,"{'conventos': 1, 'templos': 1, 'claustros': 1, 'abadías': 1, 'santuarios': 1}","{'iglesias': 1, 'templos': 1, 'conventos': 1, 'claustros': 1, 'abadías': 1}"
primordialmente,"La agricultura representa el 37% de las superficie disponible del concello orientada al cultivo de cereales, patatas y primordialmente, la vid.","{'principalmente': 21, 'mas importante': 1, 'fundamentalmente': 2, 'prioritariamente': 1}",37.05122950819673,"{'principalmente': 1, 'fundamentalmente': 1, 'esencialmente': 1, 'básicamente': 1, 'primordial': 1}","{'principalmente': 1, 'mayoritariamente': 1, 'sobre todo': 1, 'esencialmente': 1, 'fundamentalmente': 1}"
renombrar,"La Asociación de Periodistas de Baloncesto de Estados Unidos decidió usar su nombre para renombrar los premios al mejor jugador del año, reconvirtiéndolo en el Oscar Robertson Trophy en 1998.","{'resignificar': 1, 'renombrar': 10, 'rellamar': 1, 'denominar': 1, 'reconocer': 1, 'popularizar': 1, 'cambiar el nombre': 1, 'nombrar': 2, 'rebautizar': 1, 'dar nombre': 1, 'apelar': 1, 'volver a nombrar': 1, 'asignar': 1, 'llamar': 1, 'honrar': 1}",48.54756862588404,"{'sustituir': 1, 'cambiar': 1, 'rebautizar': 1, 'rebatizar': 1, 'renombrar': 1}","{'cambiar el nombre': 1, 'llamar': 1, 'bautizar': 1, 'nombrar': 1, 'denominar': 1}"
reconvirtiéndolo,"La Asociación de Periodistas de Baloncesto de Estados Unidos decidió usar su nombre para renombrar los premios al mejor jugador del año, reconvirtiéndolo en el Oscar Robertson Trophy en 1998.","{'transformándolo': 10, 'reconvirtiéndolo': 2, 'convirtiéndolo': 6, 'reposicionándolo': 1, 'reconociéndolo': 1, 'renombrándolo': 1, 'reestructurándolo': 1, 'generándolo': 1, 'volviéndolo': 1, 'rehaciéndolo': 1}",48.54756862588404,"{'sustituyéndolo': 1, 'cambiándolo': 1, 'transformándolo': 1, 'modificándolo': 1, 'adaptándolo': 1}","{'convirtiendo': 1, 'transformando': 1, 'cambiando': 1, 'alterando': 1, 'modificando': 1}"
inhabitual,La combinación de un término de filiación islámico con un nombre hebreo o cristiano no es inhabitual en contexto mozárabe.,"{'infrecuente': 3, 'poco común': 4, 'inusual': 8, 'raro': 2, 'desconocido': 1, 'normal': 1, 'extraño': 3, 'insólito': 1, 'común': 2}",48.28370190673744,"{'singular': 1, 'raro': 1, 'poco común': 1, 'poco usual': 1, 'infrecuente': 1}","{'raro': 1, 'poco común': 1, 'excepcional': 1, 'extraño': 1, 'insólito': 1}"
dirimiéndose,La competición arranca con una fase de grupos (en la que participa fuera de concurso una selección inferior rusa a fin de componer cuatro grupos de cuatro) para acabar dirimiéndose en eliminatorias a partido único.,"{'decidiéndose': 3, 'finalizando': 1, 'resolviéndose': 10, 'dirimiéndose': 2, 'disputando': 1, 'remediándose': 1, 'juntándose': 1, 'zanjándose': 1, 'ajustándose': 1, 'definiéndose': 1, 'solucionándose': 1, 'generándose': 1, 'arreglándose': 1}",53.509027373325566,"{'decidiéndose': 1, 'resolviéndose': 1, 'definiéndose': 1, 'determinándose': 1, 'esclareciéndose': 1}","{'decidiéndose': 1, 'resolviéndose': 1, 'definiéndose': 1, 'solucionándose': 1, 'aclarándose': 1}"
abades,"La consagración de la iglesia fue realizada en 1147 por el Papa Eugenio III, antiguo monje cisterciense en Claraval, en una ceremonia fabulosa a la que asistieron también diez cardenales, ocho obispos y todos los abades del Císter.","{'capellanes': 3, 'superiores': 7, 'abades': 5, 'clérigos': 4, 'representantes': 1, 'curas': 2, 'inferiores': 1, 'sacerdotes': 2}",53.33363794902258,"{'superiores': 1, 'lideres': 1, 'monjes': 1, 'jerarcas': 1, 'pastores': 1}","{'sacerdotes': 1, 'clérigos': 1, 'curas': 1, 'monjes': 1, 'frailes': 1}"
consagración,"La consagración de la iglesia fue realizada en 1147 por el Papa Eugenio III, antiguo monje cisterciense en Claraval, en una ceremonia fabulosa a la que asistieron también diez cardenales, ocho obispos y todos los abades del Císter.","{'coronación': 2, 'ceremonia': 1, 'bendición': 6, 'consagración': 6, 'confirmación': 3, 'dedicación': 5, 'entrega': 1, 'incorporación': 1}",53.33363794902258,"{'sagración': 1, 'dedicación': 1, 'ordenación': 1, 'santificación': 1, 'ritual': 1}","{'bendición': 1, 'dedicación': 1, 'sagrada': 1, 'santificación': 1, 'unción': 1}"
contracara,La contracara de la presunción de inocencia son las medidas precautorias como la prisión preventiva.,"{'contracara': 2, 'opuesto': 5, 'cara opuesta': 3, 'otra cara': 3, 'otro lado': 2, 'lado negativo': 1, 'diferencia': 1, 'vuelta': 1, 'contraparte': 1, 'enfrentamiento': 1, 'falla': 1, 'faceta': 1, 'reverso': 1, 'parte opuesta': 1, 'otra parte': 1}",44.96235709638442,"{'sentido': 1, 'inverso': 1, 'opuesto': 1, 'contraparte': 1, 'lado': 1}","{'opuesto': 2, 'contrario': 1, 'anverso': 1, 'reverso': 1}"
primitivamente,"La creación del blasón municipal fue encomendada por pleno del Ayuntamiento de 6 de mayo de 1982 a los heraldistas e historiadores José Luis Ruz Márquez y Buenaventura Leblic García, quienes lo propusieron con tres cuarteles: los jaqueles de los Toledo, linaje de los condes de Oropesa, a cuya familia perteneció Parrillas, primero como aldea y luego como villa en 1642: la encina en recuerdo del monte que hizo posible su antigua prosperidad ganadera; y la hoja de parra en alusión al topónimo, tomado del cultivo de la vid al que primitivamente fue dedicado su campo fértil.","{'históricamente': 1, 'en principio': 1, 'originalmente': 5, 'originariamente': 2, 'antiguamente': 5, 'en sus inicios': 1, 'al principio': 1, 'previamente': 1, 'primordialmente': 2, 'desde el inicio': 1, 'inicialmente': 1, 'primitivamente': 1, 'primariamente': 1, 'anteriormente': 2}",49.961768016822056,"{'originalmente': 1, 'inicialmente': 1, 'antiguamente': 1, 'en sus inicios': 1, 'en sus orígenes': 1}","{'originalmente': 1, 'inicialmente': 1, 'anteriormente': 1, 'primeramente': 1, 'en un principio': 1}"
topónimo,"La creación del blasón municipal fue encomendada por pleno del Ayuntamiento de 6 de mayo de 1982 a los heraldistas e historiadores José Luis Ruz Márquez y Buenaventura Leblic García, quienes lo propusieron con tres cuarteles: los jaqueles de los Toledo, linaje de los condes de Oropesa, a cuya familia perteneció Parrillas, primero como aldea y luego como villa en 1642: la encina en recuerdo del monte que hizo posible su antigua prosperidad ganadera; y la hoja de parra en alusión al topónimo, tomado del cultivo de la vid al que primitivamente fue dedicado su campo fértil.","{'nombre': 15, 'propio': 1, 'nombre de lugar': 1, 'lugar': 1, 'origen': 1, 'nombre propio del sitio': 1, 'nombre del lugar': 1, 'topónimo': 2, 'nombre propio de lugar': 1, 'sinónimo': 1}",49.961768016822056,"{'nombre': 1, 'lugar': 1, 'término': 1, 'denominación': 1, 'localidad': 1}","{'nombre': 1, 'denominación': 1, 'nomenclatura': 1, 'designación': 1, 'apelación': 1}"
jurisdicción,"La dependencia de Yepes le llevó a denominarse Villasequilla de Yepes durante un periodo de casi quinientos años (desde 1573 hasta 1817 al depender por jurisdicción de Yepes y desde 1817 hasta finales del siglo XX por conservar esa denominación, durante bastante tiempo siendo ""pedanía"" de ese municipio y ya de forma ""autónoma"" durante la mayor parte del siglo XX).","{'legislación': 1, 'territorio': 2, 'jurisdicción': 2, 'autoridad': 10, 'competencia': 1, 'dominio': 3, 'pertenecer a una ubicación': 1, 'mando': 1, 'demarcación': 1, 'ley': 1, 'zona': 1, 'leyes': 1}",53.62630153683119,"{'supremacía': 1, 'poder': 1, 'dominio': 1, 'autoridad': 1, 'mando': 1}","{'autoridad': 1, 'poder': 1, 'control': 1, 'gobierno': 1, 'mandato': 1}"
pedanía,"La dependencia de Yepes le llevó a denominarse Villasequilla de Yepes durante un periodo de casi quinientos años (desde 1573 hasta 1817 al depender por jurisdicción de Yepes y desde 1817 hasta finales del siglo XX por conservar esa denominación, durante bastante tiempo siendo ""pedanía"" de ese municipio y ya de forma ""autónoma"" durante la mayor parte del siglo XX).","{'pedanía': 7, 'territorio': 1, 'comuna': 1, 'núcleo': 2, 'grupo pequeño': 1, 'comunidad': 1, 'mando': 1, 'comarca': 1, 'localidad': 4, 'alcalde': 1, 'comunidad territorial': 1, 'pueblo': 2, 'encargada': 1, 'puesta': 1}",53.62630153683119,"{'aldea': 1, 'pueblo': 1, 'barrio': 1, 'caserío': 1, 'villa': 1}","{'ayuntamiento': 1, 'alcaldía': 1, 'concejo': 1, 'pueblo': 1, 'localidad': 1}"
encuadrada,"La estatua ha sido datada por los expertos hacia 460 a. C., encuadrada en el estilo severo, periodo de transición entre el arcaísmo y el clasicismo.","{'encuadrada': 3, 'perteneciente': 1, 'encaja': 2, 'catalogada': 2, 'enmarcada': 6, 'pertenece a': 1, 'del tipo': 1, 'encajaba': 1, 'identificada': 1, 'categorizada': 2, 'establecida': 1, 'encajada': 1, 'encajando': 1, 'situada': 1, 'hecha': 1}",57.85214819968692,"{'situada': 1, 'ubicada': 1, 'enmarcada': 1, 'ajustada': 1, 'colocada': 1}","{'incluida': 1, 'clasificada': 1, 'perteneciente': 1, 'integrada': 1, 'asignada': 1}"
datado,La estatua viajaba dentro de un barco datado entre fines del siglo I a. C. y comienzos del siglo I. En la actualidad se encuentra en el museo arqueológico nacional de Atenas.,"{'fechado': 10, 'que existió': 1, 'de fecha': 2, 'aproximadamente': 1, 'correspondiente a': 1, 'apuntado': 1, 'remontado': 2, 'determinado': 1, 'datado': 2, 'de': 1, 'remontados': 1, 'originario': 1, 'registrado': 1}",55.08586476065081,"{'situado': 1, 'ubicado': 1, 'fechado': 1, 'localizado': 1, 'colocado': 1}","{'fechado': 1, 'establecido': 1, 'determinado': 1, 'fijado': 1, 'identificado': 1}"
fragmentos,"La figura formaba parte de un grupo más amplio, del que sólo quedan fragmentos de cuatro o seis caballos y un pequeño esclavo que se situaría ante ellos.","{'trozos': 4, 'pedazos': 15, 'piezas': 1, 'partes': 5}",81.15942028985506,"{'suposiciones': 1, 'trozos': 1, 'restos': 1, 'pedazos': 1, 'partes': 1}","{'trozos': 1, 'pedazos': 1, 'partes': 1, 'porciones': 1, 'restos': 1}"
vertientes,"La Gastronomía de Islandia es una cocina establecida en dos vertientes principales, por un lado la adoración por el pescado, por el otro por las carnes (especialmente cordero).","{'líneas': 2, 'corrientes': 5, 'vertientes': 2, 'caminos': 3, 'partes': 3, 'inclinaciones': 1, 'perspectivas': 1, 'ramas': 2, 'laderas': 1, 'puntos de vista': 1, 'ideologías': 1, 'planos': 1, 'vías': 1, 'aspectos': 1}",40.8663315246861,"{'sentidos': 1, 'ramas': 1, 'partes': 1, 'aspectos': 1, 'enfoques': 1}","{'aspectos': 1, 'lados': 1, 'partes': 1, 'caras': 1, 'fases': 1}"
contestataria,"La hiperinflación, la falta de lugares para tocar y la crítica situación socio-política, encuentra en 1989 a Luis endureciendo su propuesta desarmando Dosis y formando una agrupación que tiende hacia una rama del rock más contestataria denominada El Rastro.","{'revolucionaria': 1, 'rebelde': 12, 'contestataria': 2, 'polémica': 2, 'rebatida': 1, 'descontenta': 2, 'contradictoria': 1, 'opuesta': 1, 'inconformista': 1, 'crítica': 2}",38.80373243866638,"{'crítica': 1, 'rebelde': 1, 'subversiva': 1, 'opositora': 1, 'disidente': 1}","{'crítica': 1, 'rebelde': 1, 'inconformista': 1, 'protestaria': 1, 'disidente': 1}"
discográfica,"La historia de Olé Olé se inicia en 1982, cuando en la discográfica CBS deciden crear un nuevo grupo de techno-pop en la línea de Mecano.","{'firma': 2, 'compañía': 4, 'casa discográfica': 1, 'discográfica': 6, 'sello': 1, 'lista de discos': 1, 'firma de discos': 1, 'discografía': 1, 'marca': 2, 'productora': 2, 'el sello discográfico': 1, 'empresa musical': 1, 'disquera': 1, 'empresa': 1}",60.81285140562248,"{'sello': 1, 'compañía': 1, 'editorial': 1, 'productora': 1, 'empresa': 1}","{'compañía de discos': 1, 'sello discográfico': 1, 'productora musical': 1, 'editora de música': 1, 'disquera': 1}"
malcriado,"La historia es acerca de Mantaro Musculo (Kid Musculo), el malcriado hijo del súper héroe luchador.","{'consentido': 3, 'grosero': 7, 'mimado': 5, 'maleducado': 7, 'desobendiente': 1, 'malcriado': 1, 'indisciplinado': 1}",83.73831775700934,"{'sinvergüenza': 1, 'desobediente': 1, 'travieso': 1, 'indisciplinado': 1, 'mimado': 1}","{'mimado': 1, 'caprichoso': 1, 'engreído': 1, 'consentido': 1, 'desobediente': 1}"
